Título;Ano;Nota IMDb;Gênero;País de Origem;Idioma;;;;;
Land of the Dead;2005;6,2;Dark Comedy, Zombie Horror, Horror, SciFi, Thriller;France, Canada, United States;English, Spanish, Italian, Polish, French;;;;;
Boynton Beach Club;2005;6,5;Comedy, Romance;United States;English;;;;;
Happy Endings;2005;6,3;Comedy, Drama, Music, Romance, Thriller;United States;English, Spanish;;;;;
Slow Burn;2005;5,7;Drama, Mystery, Thriller;United States;English;;;;;
The Young Lieutenant;2005;6,9;Crime, Drama;France;French, Polish, Russian;;;;;
The Zodiac;2005;5,3;True Crime, Crime, Drama, Horror, Mystery, Thriller;United States;English;;;;;
Mozart and the Whale;2005;6,7;Comedy, Drama, Romance;United States;English;;;;;
Emmanuel's Gift;2005;7,6;Documentary;United States;English;;;;;
Giuliani Time;2005;6,9;Documentary;United States;English;;;;;
The Method;2005;7,1;Drama, Thriller;Spain, Argentina, Italy;Spanish, English, French;;;;;
Laura;1979;5,6;Drama, Romance;France;French;;;;;
The In-Laws;1979;7,3;Buddy Comedy, Caper, Farce, Screwball Comedy, Spy, Action, Adventure, Comedy, Crime, Thriller;United States;English, Spanish, Mandarin;;;;;
The Double McGuffin;1979;6,5;Family, Mystery;United States;English;;;;;
Stone Cold Dead;1979;5,2;Crime, Thriller;Canada;English;;;;;
Bacanal en directo;1979;4,1;ComingofAge, Raunchy Comedy, Teen Drama, Tragedy, Comedy, Drama;Spain;Spanish;;;;;
Autumn Marathon;1979;7,8;Comedy, Drama, Romance;Soviet Union;Russian;;;;;
Krigernes børn;1979;4,6;Drama;Denmark;Danish;;;;;
Il corpo della ragassa;1979;5,9;Comedy, Drama;Italy;Italian;;;;;
Que Viva Mexico;1979;7,4;Documentary, Drama, Western;Soviet Union;Russian;;;;;
Teenage Mutant Ninja Turtles;2014;5,8;Samurai, Superhero, Action, Adventure, Comedy, Crime, Fantasy, SciFi;United States;English, Japanese;;;;;
Fury;2014;7,6;Period Drama, Action, Drama, War;United States, China;English, German;;;;;
The Grand Budapest Hotel;2014;8,1;Caper, Quirky Comedy, Adventure, Comedy, Crime;United States, Germany;English, French, German;;;;;
The Water Diviner;2014;7;Drama, History, War;Australia, United States, Turkey;English, Turkish, Greek, Russian;;;;;
The Song;2014;5,9;Drama, Music, Romance;United States;English;;;;;
23 Blast;2014;6,4;Football, Drama, Sport;United States;English;;;;;
Glen Campbell: I'll Be Me;2014;7,9;Biography, Documentary, Family, Music;United States;English;;;;;
Ballet 422;2014;6,3;Documentary, Music, Sport;United States;English;;;;;
In the Name of My Daughter;2014;6,1;True Crime, Crime, Drama;France;French;;;;;
The Blue Room;2014;6,3;Crime, Drama, Mystery, Romance, Thriller;France;French;;;;;
Flowers;2014;6,7;Drama;Spain;Basque;;;;;
Spring;2014;6,7;Dark Romance, Monster Horror, Drama, Horror, Romance, SciFi;United States, Italy;English, Italian, French, German;;;;;
The Man with the Golden Gun;1974;6,7;Spy, Action, Adventure, Thriller;United Kingdom;English, Thai, Cantonese;;;;;
Young Lucrezia;1974;4,8;Biography, Drama;Italy;Italian;;;;;
Noedebo Vicarage;1974;5,4;Comedy, Drama, Family, Romance;Denmark;Danish;;;;;
Lacombe, Lucien;1974;7,6;Drama, War;France, Italy, West Germany;French, German, English;;;;;
Busting;1974;6,4;Comedy, Crime, Drama, Thriller;United States;English;;;;;
Those Mad, Mad Moviemakers;1974;4,7;Comedy;United States;English;;;;;
The Spikes Gang;1974;6,3;Drama, Western;United States;English;;;;;
Alpenglühn im Dirndlrock;1974;4,7;Comedy;West Germany;German;;;;;
Tarzan;1999;7,3;HandDrawn Animation, Jungle Adventure, Adventure, Animation, Comedy, Drama, Family, Music;United States, Japan;English;;;;;
Being John Malkovich;1999;7,7;Body Swap Comedy, HighConcept Comedy, Psychological Drama, Satire, Showbiz Drama, Supernatural Fantasy, Comedy, Drama, Fantasy;United States;English;;;;;
East Is East;1999;6,9;Satire, Comedy, Drama;United Kingdom;English, Urdu;;;;;
Himalaya;1999;7,4;Drama;France, Switzerland, United Kingdom, Nepal;Tibetan;;;;;
Catfish in Black Bean Sauce;1999;6,6;Comedy, Drama;United States;English;;;;;
Sugar Town;1999;6,1;Comedy, Music;United Kingdom, United States;English;;;;;
Jin-Roh: The Wolf Brigade;1999;7,3;Adult Animation, Anime, Animation, Drama, SciFi, Thriller;Japan;Japanese;;;;;
Virtual Sexuality;1999;5,1;Teen Comedy, Comedy, Drama, Romance, SciFi;United Kingdom;English;;;;;
Inferno;1999;5,2;Action, Comedy, Drama, Romance;United States, France;English;;;;;
Suckers;1999;6,4;Comedy;United States;English;;;;;
Kachche Dhaage;1999;6;Action, Drama, Thriller;India;Hindi;;;;;
Mann - Soul's Heart;1999;6,2;Drama, Romance;India;Hindi;;;;;
Futureworld;1976;5,7;Artificial Intelligence, Dystopian SciFi, SciFi, Thriller;United States;English;;;;;
The Bawdy Adventures of Tom Jones;1976;4,4;Comedy;United Kingdom;English;;;;;
Eat My Dust;1976;5,4;Car Action, Slapstick, Action, Comedy, Romance;United States;English;;;;;
Little Girl... Big Tease;1976;5,1;Drama, Romance;United States;English;;;;;
Suvi;1976;7,7;Comedy, Drama;Soviet Union, Estonia;Estonian;;;;;
Young, Violent, Dangerous;1976;6,5;Crime, Drama, Thriller;Italy;Italian;;;;;
Pacho, hybský zbojník;1976;7,9;Comedy;Czechoslovakia;Slovak;;;;;
The Parent Trap;1998;6,7;FeelGood Romance, Adventure, Comedy, Drama, Family, Romance;United States, United Kingdom;English, French;;;;;
Dead Man on Campus;1998;6;Comedy;United States;English;;;;;
Slam;1998;7;Drama;United States;English;;;;;
The Other Conquest;1998;6,6;Drama, History;Mexico;Spanish, Nahuatl;;;;;
SLC Punk!;1998;7,4;Dark Comedy, Comedy, Drama, Music, Romance;United States;English;;;;;
Southie;1998;5,4;Drama;United States;English;;;;;
Such a Long Journey;1998;7,2;Drama;United Kingdom, Canada;English;;;;;
True Friends;1998;5,4;Drama;United States;English;;;;;
Dushman;1998;6,8;Action, Crime, Drama, Romance, Thriller;India;Hindi;;;;;
Hamilton;1998;5,8;Action, Adventure, Crime, Thriller;Sweden, Norway;English, Swedish, Russian;;;;;
Progeny;1998;4,9;Horror, SciFi, Thriller;United States;English;;;;;
Milo;1998;4,1;Slasher Horror, Horror;United States;English;;;;;
Legal Eagles;1986;6;Comedy, Crime, Romance;United States;English;;;;;
An American Tail;1986;6,9;Animal Adventure, HandDrawn Animation, Urban Adventure, Adventure, Animation, Comedy, Drama, Family, Musical;United States;English;;;;;
F/X;1986;6,7;Action, Thriller;United States;English;;;;;
Allan Quatermain and the Lost City of Gold;1986;4,6;Farce, Jungle Adventure, Quest, Superhero, Action, Adventure, Comedy;United States, Israel;English;;;;;
Salvador;1986;7,4;Drama, History, Thriller, War;United States, Mexico, United Kingdom;English, Spanish;;;;;
Half Moon Street;1986;5,4;Political Thriller, Drama, Thriller;United Kingdom, United States;English;;;;;
The Sacrifice;1986;7,9;Drama;Sweden, France, United Kingdom;Swedish, Icelandic;;;;;
Body Count;1986;4,8;Slasher Horror, Horror, Mystery;Italy;Italian, English;;;;;
Red Headed Stranger;1986;6,6;Western;United States;English;;;;;
Magic Crystal;1986;6,2;Slapstick, Action, Adventure, Comedy, Fantasy, SciFi;Hong Kong;Cantonese;;;;;
The Whoopee Boys;1986;5,7;Comedy, Romance;United States;English;;;;;
Flower and Snake 3: Punishment;1986;4,8;Thriller;Japan;Japanese;;;;;
Kamikaze;1986;5,9;Crime, SciFi, Thriller;France;French;;;;;
The Incredible Burt Wonderstone;2013;5,9;;;;;;;;
Krrish 3;2013;5,3;Superhero, Action, SciFi;India;Hindi;;;;;
The Attacks of 26/11;2013;6,9;Docudrama, Tragedy, True Crime, Action, Crime, Drama, History, Thriller;India;Hindi;;;;;
Knights of Badassdom;2013;5,6;Action, Adventure, Comedy, Fantasy, Horror;United States;English;;;;;
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran;2013;7,3;Anime, Adventure, Animation, Drama, Family, Fantasy, Mystery, Romance;Japan;Japanese;;;;;
Going Attractions: The Definitive Story of the American Drive-in Movie;2013;6,9;News, Documentary, Family, History, Romance;United States;English;;;;;
American Meat;2013;8;Documentary;United States;English;;;;;
Magic Mike's Last Dance;2023;5,2;Showbiz Drama, Comedy, Drama;United States;English;;;;;
Priscilla;2023;6,5;ComingofAge, Dark Romance, Docudrama, Period Drama, Showbiz Drama, Teen Romance, Biography, Drama, Music, Romance;Italy, United States;English;;;;;
Anatomy of a Fall;2023;7,7;Legal Drama, Legal Thriller, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller;France;French, English;;;;;
Inside;2023;5,5;Psychological Drama, Drama, Thriller;Greece, Germany, Belgium;English;;;;;
The Essential Church;2023;5,7;Documentary, Drama, History;United States;English;;;;;
¡Que viva México!;2023;5,6;Quirky Comedy, Comedy;Mexico;Spanish;;;;;
Once Again (For the Very First Time);2023;8,2;Drama, Music, Romance;United States;English;;;;;
Fast Charlie;2023;6;Action, Crime, Drama, Mystery, Thriller;United States, United Kingdom;English, Latin;;;;;
Friday the 13th;2009;5,5;Slasher Horror, Suspense Mystery, Teen Horror, Horror, Mystery, Thriller;United States;English, Ukrainian;;;;;
Adventureland;2009;6,8;ComingofAge, Teen Comedy, Teen Romance, Comedy, Drama, Romance;United States;English;;;;;
Mother and Child;2009;7,2;Drama, Romance;United States, Spain;English;;;;;
Me and Mrs. Khanna;2009;3,4;Comedy, Drama, Romance;India;Hindi;;;;;
Peter and Vandy;2009;6,3;Drama, Romance;United States;English;;;;;
Mugabe and the White African;2009;7,7;Documentary;United Kingdom;English, Shona;;;;;
My Year Without Sex;2009;5,8;Comedy, Drama;Australia;English;;;;;
St. Helens;1981;6,1;Adventure, Drama;United States;English;;;;;
A szeleburdi család;1981;7,1;Comedy, Family;Hungary;Hungarian;;;;;
Diana, Eva: Two Strange Women;1981;5,8;Drama, Horror, Mystery;Brazil;Portuguese;;;;;
Sexo, Sua Única Arma;1981;5,2;Drama;Brazil;Portuguese;;;;;
Heat of Desire;1981;5,7;Drama, Romance;France, Spain;French;;;;;
Chehre Pe Chehra;1981;6,4;Drama, Horror, Romance, SciFi, Thriller;India;Hindi;;;;;
Krakonos a lyzníci;1981;6,9;Comedy, Family;Czechoslovakia;Czech;;;;;
Chakra;1981;7;Drama;India;Hindi;;;;;
The Wedding Ringer;2015;6,6;Comedy, Romance;United States;English, Spanish, Ukrainian;;;;;
The Perfect Guy;2015;5,6;Drama, Romance, Thriller;United States;English;;;;;
The Gift;2015;7;Psychological Thriller, Drama, Mystery, Thriller;United States, Australia, China;English;;;;;
Jem and the Holograms;2015;4,2;Teen Adventure, Adventure, Drama, Family, Fantasy, Music, Romance, SciFi;United States;English;;;;;
Veteran;2015;7;Action, Comedy, Crime, Thriller;South Korea;Korean, Russian, English;;;;;
Janis: Little Girl Blue;2015;7,4;Music Documentary, Biography, Documentary, Music;United States;English;;;;;
Ho Mann Jahaan;2015;7;Drama, Music, Musical;Pakistan;Urdu;;;;;
Stonewall;2015;5,4;Drama, History;United States;English;;;;;
Zhongkui: Snow Girl and the Dark Crystal;2015;5,3;Action, Fantasy, Romance;China, Hong Kong, United States;Mandarin;;;;;
Requiem for the American Dream;2015;8;News, Biography, Documentary;United States;English;;;;;
Tab Hunter Confidential;2015;7,5;Biography, Documentary;United States;English;;;;;
The Club;2015;7,2;Dark Comedy, Drama, Mystery, Thriller;Chile;Spanish;;;;;
Phantom Boy;2015;6,6;Superhero, Action, Adventure, Animation, Family, Fantasy, SciFi;France, Belgium;French;;;;;
Monster Hunt;2015;6,1;Martial Arts, Quirky Comedy, Supernatural Fantasy, Adventure, Comedy, Fantasy;China, Hong Kong;Mandarin;;;;;
Anesthesia;2015;6,1;Crime, Drama;United States;English;;;;;
Chevalier;2015;6,2;Comedy, Drama;Greece, Germany;Greek, English;;;;;
Old;2021;5,8;Body Horror, Conspiracy Thriller, Psychological Horror, Psychological Thriller, Suspense Mystery, Drama, Horror, Mystery, Thriller;United States, Japan, China;English;;;;;
Dear Evan Hansen;2021;6,1;Pop Musical, Teen Drama, Drama, Musical;United States, Japan, China;English;;;;;
Sooryavanshi;2021;5,9;Cop Drama, Action, Crime, Drama, Thriller;India;Hindi;;;;;
Eiffel;2021;6,2;Period Drama, Biography, Drama, History, Romance;France, Belgium, Germany;French, English;;;;;
Mothering Sunday;2021;6;Drama, Romance;United Kingdom, Germany;English;;;;;
Freakscene: The Story of Dinosaur Jr.;2021;6,8;Documentary, Music;Germany, United States;English;;;;;
Costa Brava, Lebanon;2021;6,7;Drama;Lebanon, France, Spain, Sweden, Denmark, Norway, Qatar;Arabic;;;;;
The Pink Cloud;2021;6;Drama, SciFi;Brazil;Portuguese, English;;;;;
The Burning Sea;2021;6,3;Disaster, Action, Drama, Thriller;Norway, Sweden, Denmark;Norwegian;;;;;
Descarrilados;2021;4,6;Comedy;Spain;Spanish;;;;;
Red Notice;2021;6,3;Action, Comedy, Thriller;United States, United Kingdom, Singapore, Italy, Thailand, Canada;English, Russian, Italian, Spanish, Indonesian;;;;;
The Guilty;2021;6,3;Crime, Drama, Thriller;United States;English, Spanish;;;;;
A Quiet Place in the Country;1968;6,5;Drama, Fantasy, Horror;Italy, France;Italian, English;;;;;
A Midsummer Night's Dream;1968;6,5;Comedy, Fantasy, Romance;United Kingdom, United States;English;;;;;
Isadora;1968;6,8;Period Drama, Biography, Drama, Music, Romance;United Kingdom, France;English, Russian, French, German;;;;;
The Stalking Moon;1968;6,6;OnePerson Army Action, Drama, Western;United States;English;;;;;
The Savage Seven;1968;5,4;Action, Crime, Drama, Thriller;United States;English;;;;;
Who Saw Him Die?;1968;6,8;Drama;Sweden;Swedish, English;;;;;
Even the Wind Is Afraid;1968;7,2;Drama, Horror, Mystery, Thriller;Mexico;Spanish;;;;;
The Girl with a Pistol;1968;6,6;Dark Comedy, Comedy, Drama, Romance, Thriller;Italy;Italian, English;;;;;
La rivoluzione sessuale;1968;5,1;Drama;Italy;Italian;;;;;
Lucrezia;1968;4,4;Adventure, Drama;Italy, Austria;Italian;;;;;
The Lustful Turk;1968;4,3;Drama, Romance;United States;English;;;;;
Killers Three;1968;4,7;Crime, Drama;United States;English;;;;;
Sappho '68;1968;4,1;Drama;United States;English;;;;;
Fantastic Beasts and Where to Find Them;2016;7,2;Supernatural Fantasy, Sword  Sorcery, Adventure, Family, Fantasy;United Kingdom, United States, Canada;English, Central Khmer;;;;;
Now You See Me 2;2016;6,4;Caper, Action, Adventure, Comedy, Crime, Mystery, Thriller;United States, Hong Kong;English, Mandarin, Cantonese;;;;;
The BFG;2016;6,3;Adventure, Family, Fantasy;United Kingdom, India, United States;English, Hindi;;;;;
Dirty Grandpa;2016;5,9;Buddy Comedy, Raunchy Comedy, Road Trip, Comedy;United States, United Kingdom;English;;;;;
The 5th Wave;2016;5,2;Alien Invasion, ComingofAge, Dystopian SciFi, Survival, Action, Adventure, SciFi, Thriller;United States, United Kingdom;English;;;;;
The Young Messiah;2016;5,7;Drama, Fantasy;United States, South Korea;English;;;;;
Swiss Army Man;2016;6,9;Buddy Comedy, Dark Comedy, Comedy, Drama, Fantasy, Romance;United States;English;;;;;
Elle;2016;7,1;Tragedy, Workplace Drama, Crime, Drama, Thriller;France, Germany, Belgium;French;;;;;
Three;2016;5,9;Action, Crime, Thriller;Hong Kong, China;Mandarin, English, Cantonese;;;;;
Never Gone;2016;5,2;Drama, Romance;China;Chinese;;;;;
I Married an Anti-Fan;2016;5,8;Comedy, Romance;China;Chinese, Mandarin, Korean;;;;;
Dongju: The Portrait of a Poet;2016;7,2;Biography, Drama;South Korea;Korean, Japanese;;;;;
My Annoying Brother;2016;7,3;Buddy Comedy, Comedy, Drama, Sport;South Korea;Korean;;;;;
From the Land of the Moon;2016;6,6;Period Drama, Steamy Romance, Tragic Romance, Drama, Romance;France, Belgium, Canada, Spain;French, Spanish, German;;;;;
Is That a Gun in Your Pocket?;2016;5;Satire, Comedy;United States;English;;;;;
The Road Movie;2016;6,4;Documentary;Belarus;Russian;;;;;
Off the Rails;2016;7,1;Documentary;Canada, United States;English;;;;;
Blow;2001;7,5;Docudrama, Drug Crime, Tragedy, True Crime, Biography, Crime, Drama;United States;English;;;;;
Gosford Park;2001;7,2;Dark Comedy, Whodunnit, Comedy, Drama, Mystery;United Kingdom, Italy, United States;English, Latin;;;;;
Evolution;2001;6,1;Alien Invasion, Comedy, SciFi;United States;English;;;;;
Valentine;2001;4,9;Dark Comedy, Slasher Horror, Horror, Mystery, Thriller;Canada, United States, Australia;English, Cantonese;;;;;
O;2001;6,1;Drama, Romance, Thriller;United States;English;;;;;
The Shipping News;2001;6,7;Tragedy, Drama;Canada, United States, Sweden;English;;;;;
Texas Rangers;2001;5,2;Action, Adventure, Drama, Thriller, Western;United States;English;;;;;
The Legend of Suriyothai;2001;6,4;Action, Adventure, Biography, Drama, History, War;Thailand;Thai;;;;;
Porn Star: The Legend of Ron Jeremy;2001;6,4;Biography, Documentary;United States;English;;;;;
Little Secrets;2001;6,4;Comedy, Drama, Family, Music;United States;English;;;;;
Green Dragon;2001;6,1;Drama, War;United States;English, Vietnamese;;;;;
Amy's Orgasm;2001;5,3;Comedy, Romance;United States;English;;;;;
No Such Thing;2001;6;Dark Comedy, Comedy, Drama, Fantasy;Iceland, United States;English, Icelandic;;;;;
L'autre monde;2001;5,8;Crime, Drama, War;Algeria, France;French, Arabic;;;;;
Blackwoods;2001;3,2;Drama, Mystery, Thriller;Canada, Germany;English;;;;;
Suicide Club;2001;6,5;Dark Comedy, Crime, Drama, Horror, Mystery, Thriller;Japan, Finland;Japanese;;;;;
Rocky IV;1985;6,9;Boxing, Political Drama, Drama, Sport;United States;English, Russian;;;;;
A Nightmare on Elm Street 2: Freddy's Revenge;1985;5,5;Body Horror, Slasher Horror, Supernatural Horror, Teen Horror, Horror;United States;English;;;;;
Cat's Eye;1985;6,3;Monster Horror, Comedy, Drama, Horror, Thriller;United States, Netherlands;English;;;;;
Fast Forward;1985;5,6;Pop Musical, Drama, Musical;United States;English;;;;;
Pray for Death;1985;5,7;Dark Comedy, Action, Crime, Drama, Thriller;United States;English;;;;;
Hold-Up;1985;6,5;Comedy, Crime;France, Canada;English, French;;;;;
Igor and the Lunatics;1985;3,1;Horror;United States;English;;;;;
Oriana;1985;6,7;Drama, Mystery, Romance;Venezuela, France;Spanish, French;;;;;
Elvis Gratton: Le king des kings;1985;7,1;Comedy, Music;Canada;French, English;;;;;
Arjun;1985;7,2;Action, Crime, Drama;India;Hindi;;;;;
Scream;1996;7,4;Dark Comedy, Slasher Horror, Suspense Mystery, Teen Horror, Whodunnit, Horror, Mystery;United States;English;;;;;
The Long Kiss Goodnight;1996;6,8;Dark Comedy, OnePerson Army Action, Action, Crime, Drama, Holiday, Mystery, Thriller;United States;English, Spanish;;;;;
Emma;1996;6,6;Costume Drama, Period Drama, Romantic Comedy, Comedy, Drama, Romance;United Kingdom, United States;English;;;;;
The Crow: City of Angels;1996;4,6;Dark Comedy, Superhero, Action, Crime, Fantasy, Horror, Thriller;United States;English;;;;;
Bio-Dome;1996;4,4;Slapstick, Comedy;United States;English;;;;;
Girl 6;1996;5,3;Comedy, Drama;United States;English;;;;;
Joe's Apartment;1996;5,5;Comedy, Fantasy, Musical, SciFi;United States;English, Spanish;;;;;
The Promise;1996;7,7;ComingofAge, Drama;Belgium, France, Luxembourg, Tunisia;French, Romanian;;;;;
Kissed;1996;6,4;Drama, Romance;Canada;English;;;;;
Amarcord;1973;7,8;Satire, Comedy, Drama;Italy, France;Italian, Greek, Ancient to 1453;;;;;
The Day of the Jackal;1973;7,8;Political Thriller, Spy, Crime, Drama, Thriller;United Kingdom, France;English, Italian, French;;;;;
The Demons;1973;5,2;Horror;France, Portugal, Spain;French, Spanish;;;;;
Bawdy Tales;1973;5,7;Comedy, Crime, Drama, History, Horror;Italy, France;Italian;;;;;
